word	value
alvazquez	-0.2265620722549566
alveshistory	0.0033204603882437483
alynmon	0.23608524328728214
alza	-0.01879686095349628
alzheimer	-0.003785178070594767
amaba	0.06566856724809006
amabilidad	0.0421485144799217
amable	-0.20391913438399295
amablemente	0.9414647636759282
amables	-0.016409675777367568
amada	0.0034644746007128613
amado	0.9121960897749436
amados	-0.21081625274259733
amaia	0.35241176887968456
amalaya	0.024717811380119026
amaliacarros	-0.05673099814146861
amaliaecedillo	0.12372280249217175
amamos	0.10245472730316606
aman	0.3581410842312381
amanda	0.4831724395021944
amando	0.6735893653261609
amanec	0.18420935517510306
amanece	-0.00630568733656274
amanecer	0.1136528141536903
amaneci	-0.004939900208670365
amantes	-0.1505018748183873
amar	0.9356126372810816
amarelis	0.01591770226961688
amargada	-0.04055515348480801
amargadamente	0.11814923099323593
amargados	-0.4510488451658608
amargamente	-0.102941778318262
amargas	0.13059145058522645
amargo	-0.02536478485645757
amargura	0.10367020266802908
amaricanista	-0.5754271817674139
amarillenta	0.0015158031916902095
amarillo	-0.258052328236578
amarillos	0.0632157609201046
amarte	0.05406844996800371
amateur	0.4026336254615859
amavija	0.0129960221561077
amazing	0.002950080742722574
amazon	0.6116002270935966
amazona	0.2940895105883065
amazonesp	-0.2627352365309204
ambas	0.031182716096210726
ambato	0.0185362260789465
ambicioso	0.1047625973548345
ambición	0.1313684033680557
ambiente	-0.11276921470299775
ambiguo	0.6760400046220356
ambulancia	0.5390354311793517
ambulantes	-0.2287389573692485
ameliapsmamelia	0.04095440986829127
amelizt	0.0012584693765282141
amena	-0.4025448650965903
amenamente	0.02794868958421485
amenazador	-0.2910938794271153
amenazas	-0.03814536403905047
amendezber	0.049614996678569716
amenizar	0.010270198767424485
ameno	-0.04209053724058871
america	0.041349113444376855
american	0.579229061397323
americana	0.18605447400337488
americano	0.11758569489006715
americanos	0.02626652533651201
americatv	0.1091790607612847
americoriver	-0.010319558580208941
ametia	0.07335583972847325
amiento	-0.7720728149513001
amig	0.08981687752808279
amiga	0.4547766215476519
amigable	0.5545325402591786
amigas	0.1702536092629084
amigo	0.6050629966969349
amigoinvisible	0.9960967924672466
amigos	0.2554630438319081
amiguis	0.9936455363105546
amiguita	-0.10923866211898446
amiguito	-0.09824138781454757
amiguitos	0.00448443369556801
amigxs	0.4742498969629044
aminaelis	0.3014810108252909
aminanefertari	0.04192954104136346
amis	0.0033326253599245703
amistad	-0.17004581343207556
amistades	0.7902547769702303
amistoso	0.9244371888833579
amlo	0.17207204467841464
amnistía	-0.4279260386849221
amodio	0.6119611437557096
